sentence	label	missing	target
 it be snowy here soon 	2	Will 	Will it be snowy here soon
What's the snowfall at noon   	2	in IN 	What's the snowfall at noon in IN
I want  to  must b 21 to acoustic covers the mash ups. 	0	you add 	I want you to add must b 21 to acoustic covers the mash ups.
I give the following textbook 3 points.	4		I give the following textbook 3 points.
What time  Soul Surfer playing 	6	is 	What time is Soul Surfer playing
Play some Christian Rock 	3		Play some Christian Rock
Send the track  andrew hewitt to the piano ballads  	0	from playlist 	Send the track from andrew hewitt to the piano ballads playlist
 it going to be windy here  Nov. 17 	2	Is on 	Is it going to be windy here on Nov. 17
I want tables for 6 at a kosher steakhouse around Kosovo	1		I want tables for 6 at a kosher steakhouse around Kosovo
Is it chilly in Ecola State Park at 2 pm	2		Is it chilly in Ecola State Park at 2 pm
play a ballad from 2000	3		play a ballad from 2000
play the last Niney The Observer song	3		play the last Niney The Observer song
Add garry shider album to my classical essentials	0		Add garry shider album to my classical essentials
Book a reservation for one at a highly rated restaurant in Datil	1		Book a reservation for one at a highly rated restaurant in Datil
Book a reservation not far from 8th St	1		Book a reservation not far from 8th St
I would give Sixty Lights chronicle a rating of five and a best rating of 6	4		I would give Sixty Lights chronicle a rating of five and a best rating of 6
 this part of the series, The Harrowing of Gwynedd,  out of 6. 	4	Rate zero 	Rate this part of the series, The Harrowing of Gwynedd, zero out of 6.
 the schedule for for The Unnaturals at 13. 	6	Find 	Find the schedule for for The Unnaturals at 13.
What's the weather going to be in Yemen in one minute?	2		What's the weather going to be in Yemen in one minute?
put kan on my Indie Rock Road Trip	0		put kan on my Indie Rock Road Trip
add song to Women of SXSW	0		add song to Women of SXSW
I want to  a restaurant 	1	book 	I want to book a restaurant
Where  the nearest  theatre that  playing The King Maker 	6	is movie is 	Where is the nearest movie theatre that is playing The King Maker
I'm looking to book a reservation in Aruba at a place nearby.	1		I'm looking to book a reservation in Aruba at a place nearby.
Show me the movie Operetta for the Theatre Organ	5		Show me the movie Operetta for the Theatre Organ
What time is The Queen  Moulin Rouge playing? 	6	of 	What time is The Queen of Moulin Rouge playing?
How cold will it be in Palau around fourteen o'clock?	2		How cold will it be in Palau around fourteen o'clock?
Play my Femme Fatale playlist on Vimeo	3		Play my Femme Fatale playlist on Vimeo
Add no more sorrow to Ultra Metal	0		Add no more sorrow to Ultra Metal
book a spot for six on October fifth in Mineola	1		book a spot for six on October fifth in Mineola
play Groove Shark 	3		play Groove Shark
When will it be warmer  White Horse, Mauritius 	2	in 	When will it be warmer in White Horse, Mauritius
When is Girls Just Want to Have Fun playing at the movie house?	6		When is Girls Just Want to Have Fun playing at the movie house?
Add circus to my Post Garage Wave Revival list	0		Add circus to my Post Garage Wave Revival list
book me a restaurant that is close for four people in Enid	1		book me a restaurant that is close for four people in Enid
Play a music theme by Anna Nikolajewna Jessipowa	3		Play a music theme by Anna Nikolajewna Jessipowa
add a track by Big Sha to my This Is Miranda Lambert playlist	0		add a track by Big Sha to my This Is Miranda Lambert playlist
Play a song off Ian Stuart Donaldson's Nature Nurture album on Itunes	3		Play a song off Ian Stuart Donaldson's Nature Nurture album on Itunes
 Back to Boomtown: Classic Rats Hits, a soundtrack 	5	find 	find Back to Boomtown: Classic Rats Hits, a soundtrack
Play rhythmic 	3		Play rhythmic
Find the show We Chase the Waves	5		Find the show We Chase the Waves
rate this book called Kings of the High Frontier four points	4		rate this book called Kings of the High Frontier four points
add Curse song to my playlist Guest List Engadget	0		add Curse song to my playlist Guest List Engadget
 i pledge allegiance to the grind to my Sinfonía Hipster  	0	add playlist 	add i pledge allegiance to the grind to my Sinfonía Hipster playlist
I want this album on my Indie Alternativa playlist	0		I want this album on my Indie Alternativa playlist
Is it supposed to be hotter today in IL	2		Is it supposed to be hotter today in IL
I want to give this album 4  	4	stars 	I want to give this album 4 stars
book an australian restaurant  Moldova 	1	in 	book an australian restaurant in Moldova
Will it be warmer at sunrise in Jeffrey City?	2		Will it be warmer at sunrise in Jeffrey City?
Give The Toynbee Convector four of 6	4		Give The Toynbee Convector four of 6
What are the movie times  movies premiering  the neighbourhood 	6	for in 	What are the movie times for movies premiering in the neighbourhood 
insert Rock Me UP song to  list 	0	my 	insert Rock Me UP song to my list
find Bal Ganesh 2, a video game	5		find Bal Ganesh 2, a video game
Asiate restaurant in Sturgeon for 7	1		Asiate restaurant in Sturgeon for 7
What's the weather forecast for Sequoyah National Wildlife Refuge	2		What's the weather forecast for Sequoyah National Wildlife Refuge
What animated movies are around here	6		What animated movies are around here
Rate In Enemy Hands five stars out of 6	4		Rate In Enemy Hands five stars out of 6
rate Over the Edge a three	4		rate Over the Edge a three
in eight seconds, I'd like reservations at a food court that serves sardinian food in Pidcoke.	1		in eight seconds, I'd like reservations at a food court that serves sardinian food in Pidcoke.
 a picture called Battlefield Network. 	5	Find 	Find a picture called Battlefield Network.
play Roland Alphonso tunes that are most popular	3		play Roland Alphonso tunes that are most popular
 Drumline: A New Beat, a picture 	5	find 	find Drumline: A New Beat, a picture
Give  a link to the saga called Copper – Justice  brutal 	5	me is 	Give me a link to the saga called Copper – Justice is brutal
 Embryo to lessie's hands up 	0	add 	add Embryo to lessie's hands up
 my Electro Sur playlist. 	3	Play 	Play my Electro Sur playlist. 
add this album to my Mediodía Acústico  	0	playlist 	add this album to my Mediodía Acústico playlist
What will the temperature be at midnight in NE	2		What will the temperature be at midnight in NE
What time does Johnny Got His Gun play	6		What time does Johnny Got His Gun play
What time is Hold That Blonde playing at the closest cinema?	6		What time is Hold That Blonde playing at the closest cinema?
What's the weather forecast  Sequoyah National Wildlife Refuge 	2	for 	What's the weather forecast for Sequoyah National Wildlife Refuge
add this song to my Love Hurts playlist	0		add this song to my Love Hurts playlist
What's the weather forecast for the Northern Mariana Islands on 8/4/2024?	2		What's the weather forecast for the Northern Mariana Islands on 8/4/2024?
For my  chill  the name Cater Fe She 	0	playlist add 	For my playlist chill add the name Cater Fe She
What time is The Hotline playing at the movie theatre	6		What time is The Hotline playing at the movie theatre
Incorporate a russel walder track onto gay's   playlist. 	0	Funk Rock 	Incorporate a russel walder track onto gay's Funk Rock playlist. 
where's the   house playing No Trains No Planes 	6	nearest movie 	where's the nearest movie house playing No Trains No Planes
What's the weather forecast  Austin Liechtenstein 	2	for 	What's the weather forecast for Austin Liechtenstein
Go to Attack  the Planet Smashers 	5	of 	Go to Attack of the Planet Smashers
How much fog is there in Tarpon Springs?	2		How much fog is there in Tarpon Springs?
What time is Pussyfoot playing at Pacific Theatres?	6		What time is Pussyfoot playing at Pacific Theatres?
add this artist to my 59th grammy awards	0		add this artist to my 59th grammy awards
What  the local movie schedule 	6	is 	What is the local movie schedule
 Gloria on last fm 	3	Play 	Play Gloria on last fm
What's the   Ecola State Park  three minutes 	2	weather in in 	What's the weather in Ecola State Park in three minutes
Go to my all out 00s and add brian wilson	0		Go to my all out 00s and add brian wilson
Is there a blizzard coming to El Verano	2		Is there a blizzard coming to El Verano
What's the weather two months  now  Arletta Malawi 	2	from in 	What's the weather two months from now in Arletta Malawi
Can you please  me D.R.E.A.M.? 	5	find 	Can you please find me D.R.E.A.M.?
add Tim Ryan to my Grime Shutdown  	0	playlist 	add Tim Ryan to my Grime Shutdown playlist
Will there be a storm  Aspinwall? 	2	in 	Will there be a storm in Aspinwall?
 some 1987 Edie Brickell. 	3	Play 	Play some 1987 Edie Brickell.
Give this saga a 1.	4		Give this saga a 1.
play Bliss Torn from Emptiness	5		play Bliss Torn from Emptiness
 Tujiko Noriko's Ten Years And Running. 	3	Play 	Play Tujiko Noriko's Ten Years And Running.
Can you  danny carey to my masters of metal  	0	add playlist 	Can you add danny carey to my masters of metal playlist
Add Kevin Cadogan to the 80s Classic Hits list	0		Add Kevin Cadogan to the 80s Classic Hits list
 The Manxman 5 out of 6 	4	rate 	rate The Manxman 5 out of 6
Show me Born  America? 	5	in 	Show me Born in America?
 With Kitchener in the Soudan 2  out of 6 	4	rate stars 	rate With Kitchener in the Soudan 2 stars out of 6
book a table 1 year from now for corinne, tisha and I at a restaurant in Guernsey that is top-rated	1		book a table 1 year from now for corinne, tisha and I at a restaurant in Guernsey that is top-rated
Add this song to my Indie Acoustic  	0	playlist 	Add this song to my Indie Acoustic playlist
What time is The Phoenix Project playing	6		What time is The Phoenix Project playing
Which movie theatre nearest me is showing animated movies starting now?	6		Which movie theatre nearest me is showing animated movies starting now?
 a chant from 1978. 	3	Play 	Play a chant from 1978.
 a movie schedule in the neighborhood for films 	6	find 	find a movie schedule in the neighborhood for films
what movies are  the nearest movie house 	6	at 	what movies are at the nearest movie house
Can you add confessions to my  called Clásica 	0	playlist 	Can you add confessions to my playlist called Clásica
Please play anything by george formby jr	3		Please play anything by george formby jr
play ambient music	3		play ambient music
this textbook only gets two out of 6  	4	stars 	this textbook only gets two out of 6 stars
I need to  the best food court  within the same area as OK that serves persian food   ex husband  I 	1	book in for my and 	I need to book the best food court in within the same area as OK that serves persian food for my ex husband and I
open Deezer  search for Scott Miller   some of his new songs 	3	and and play 	open Deezer and search for Scott Miller and play some of his new songs
what is the forecast for the current position	2		what is the forecast for the current position
What is the weather  CT 	2	in 	What is the weather in CT
Book a russian restaurant for 4 people.	1		Book a russian restaurant for 4 people.
put four rating on The Raging Quiet	4		put four rating on The Raging Quiet
what movie is  Loews Cineplex Entertainment 	6	at 	what movie is at Loews Cineplex Entertainment
 me a table for 8  a restaurant for seven pm 	1	Book at 	Book me a table for 8 at a restaurant for seven pm
Show movie schedules for Douglas Theatre Company	6		Show movie schedules for Douglas Theatre Company
Book a restaurant in seven in Fort McKinley	1		Book a restaurant in seven in Fort McKinley
 an album called Preminchi Choodu. 	5	Find 	Find an album called Preminchi Choodu.
add when ice met cream to This Is Alejandro Fernández playlist	0		add when ice met cream to This Is Alejandro Fernández playlist
 a reservation for one  an italian taverna for two PM  Hutchings, North Dakota 	1	Book at in 	Book a reservation for one at an italian taverna for two PM in Hutchings, North Dakota
Is it freezing at Jasmund National Park	2		Is it freezing at Jasmund National Park
Play me some music by Prince Alla from the twenties	3		Play me some music by Prince Alla from the twenties
I would like to   a pub on mar. 8, 2020 that is close to Broadway-Lafayette St for  daughters  I. 	1	book at my and 	I would like to book at a pub on mar. 8, 2020 that is close to Broadway-Lafayette St for my daughters and I.
What is the foggy forecast for nov. 15 in France in Brookland Terrace	2		What is the foggy forecast for nov. 15 in France in Brookland Terrace
Play Keep Your Right Up song	5		Play Keep Your Right Up song
Will it be freezing close to my current location	2		Will it be freezing close to my current location
 wiktor coj to the Sleep playlist. 	0	Add 	Add wiktor coj to the Sleep playlist.
What  are playing  11 A.M.  Dickinson Theatres 	6	films at at 	What films are playing at 11 A.M. at Dickinson Theatres
Book a table for me, naomi and elisabeth at a brasserie with wifi	1		Book a table for me, naomi and elisabeth at a brasserie with wifi
 artist to TODO EDM 	0	Add 	Add artist to TODO EDM
I'd like to  My Beloved World two points 	4	rate 	I'd like to rate My Beloved World two points
Use Itunes to play artist Ringo Shiina track In Heaven	3		Use Itunes to play artist Ringo Shiina track In Heaven
Play some Ray Williams music from the nineties on spotify	3		Play some Ray Williams music from the nineties on spotify
Please book me a table  a food court faraway  Saint Kitts  Nevis. 	1	at from and 	Please book me a table at a food court faraway from Saint Kitts and Nevis.
Find movie schedules.	6		Find movie schedules.
What's the weather  Mountain Center 	2	in 	What's the weather in Mountain Center
weather forcast for current location now	2		weather forcast for current location now
Will it get chillier  Sinclair  8 hours 	2	in in 	Will it get chillier in Sinclair in 8 hours 
Find UNDER NIGHT IN-BIRTH	5		Find UNDER NIGHT IN-BIRTH
Give 4  / 6 to Last Day  Limbo 	4	points in 	Give 4 points / 6 to Last Day in Limbo
What will the weather be like on september 26th in Eastlake	2		What will the weather be like on september 26th in Eastlake
 some music on Last Fm 	3	Play 	Play some music on Last Fm
I want to book a restaurant neighboring Livonia Av	1		I want to book a restaurant neighboring Livonia Av
what  the forecast  Bearmouth  Virgin Islands  3 months 	2	is in in in 	what is the forecast in Bearmouth in Virgin Islands in 3 months 
I want to book a bar neighboring our apartment.	1		I want to book a bar neighboring our apartment.
give The Enemy Within saga 3  for me 	4	stars 	give The Enemy Within saga 3 stars for me
play 90s Love Songs on Youtube	3		play 90s Love Songs on Youtube
movie schedules for Neighborhood Cinema Group	6		movie schedules for Neighborhood Cinema Group
 Paula Campbell music from 1993 	3	play 	play Paula Campbell music from 1993
  a game called Merle Haggard Presents His 30th Album 	5	find me 	find me a game called Merle Haggard Presents His 30th Album
give 5 out  6  to Racing the Rain 	4	of points 	give 5 out of 6 points to Racing the Rain
Play Lenny Kaye music. 	3		Play Lenny Kaye music.
 a table  2  a FM restaurant serving grits  the next meal. 	1	Book for at for 	Book a table for 2 at a FM restaurant serving grits for the next meal.
Use service Vimeo the genre slow rock	3		Use service Vimeo the genre slow rock
book a restaurant this week for joni, wilda sanders  I  AL 	1	and in 	book a restaurant this week for joni, wilda sanders and I in AL
I give this novel a 5 out of 6.	4		I give this novel a 5 out of 6.
 the most popular stuff by Tina Dico 	3	Play 	Play the most popular stuff by Tina Dico
Where is the TV  Bomberman Land Touch! 2 	5	show 	Where is the TV show Bomberman Land Touch! 2
The current book deserves a rating of only one.	4		The current book deserves a rating of only one.
Play The Soft Parade. 	3		Play The Soft Parade.
I want to read the  Alone  the Microphone 	5	novel at 	I want to read the novel Alone at the Microphone
 A Thousand Lies series a 3 	4	rate 	rate A Thousand Lies series a 3
Can you tell me the weather forecast for Denmark	2		Can you tell me the weather forecast for Denmark
Can you play a Sammy Fain ep	3		Can you play a Sammy Fain ep
 The Plutonium Files a five 	4	rate 	rate The Plutonium Files a five
play the Cabin Fever 2: Spring Fever saga	5		play the Cabin Fever 2: Spring Fever saga
Can you pull up Channel M News	5		Can you pull up Channel M News
Add the name the Song about the Towel to playlist piano in the background	0		Add the name the Song about the Towel to playlist piano in the background
trailer  Gate  Thunder 	5	of of 	trailer of Gate of Thunder
Rate Small Screen, Big Picture a 0 out of 6.	4		Rate Small Screen, Big Picture a 0 out of 6.
 my New Indie Mix on Google Music. 	3	Play 	Play my New Indie Mix on Google Music.
Play some 1959 songs on Iheart	3		Play some 1959 songs on Iheart
book a spot for ten at a pub that has umbrian in NV on feb. the fourth	1		book a spot for ten at a pub that has umbrian in NV on feb. the fourth
add this track to tameka's dance  	0	playlist 	add this track to tameka's dance playlist
Show films at the nearest cinema	6		Show films at the nearest cinema
Check the weather  Eagle Harbor, Tanzania 	2	for 	Check the weather for Eagle Harbor, Tanzania
give 3 out  6  to The Secrets  Love 	4	of points of 	give 3 out of 6 points to The Secrets of Love
Which Cinemark Theatres is playing A Is  Atom? 	6	for 	Which Cinemark Theatres is playing A Is for Atom?
 a fifties theme on lastfm 	3	Play 	Play a fifties theme on lastfm 
I need a reservation  Chapter One  West Odessa  a party  one 	1	for in for of 	I need a reservation for Chapter One in West Odessa for a party of one
add Chris de Burgh in my  melancholia 	0	playlist 	add Chris de Burgh  in my playlist melancholia
Tell me the weather forecast  Korona 	2	for 	Tell me the weather forecast for Korona
Find me a table for me   grandkid in Union Square Cafe 	1	and my 	Find me a table for me and my grandkid in Union Square Cafe
I want to give Among the Enemy 4 out  6  	4	of points 	I want to give Among the Enemy 4 out of 6 points
what is the movie schedule  the Cooper Foundation 	6	for 	what is the movie schedule for the Cooper Foundation
I am giving this current textbook 4 stars	4		I am giving this current textbook 4 stars
 The Art of Struggle 3 	4	Rate 	Rate The Art of Struggle 3
marcia carolus rex should get added to  Women of SXSW  	0	my playlist 	marcia carolus rex should get added to my Women of SXSW playlist
add this clint mansell song to latin pop classics	0		add this clint mansell song to latin pop classics
what is the forecast for colder  Anston 	2	in 	what is the forecast for colder in Anston
Find Resurrection of Evil. 	5		Find Resurrection of Evil.
Book a highly rated northeast indian  brasserie in Kenova for nannie and I at 14:41.	1		Book a highly rated northeast indian  brasserie in Kenova for nannie and I at 14:41.
I  a 4 to 3 Willows: The  Grows. 	4	give Sisterhood 	I give a 4 to 3 Willows: The Sisterhood Grows.
When is The Jailbird showing at United Paramount Theatres	6		When is The Jailbird showing at United Paramount Theatres
What is the picture called Lest We Forget: The Best of?	5		What is the picture called Lest We Forget: The Best of?
play Zvooq	3		play Zvooq
How will the weather be  9 am  Anguilla? 	2	at in 	How will the weather be at 9 am in Anguilla?
book a spot for ten  Upper Marlboro PR 	1	in 	book a spot for ten in Upper Marlboro PR
What's the weather forecast for Sidnaw  20 o'clock? 	2	at 	What's the weather forecast for Sidnaw at 20 o'clock? 
table for nine  an internet pub 	1	at 	table for nine at an internet pub
find a video game called Victory March	5		find a video game called Victory March
I'd like to eat at a tea house with 3 people	1		I'd like to eat at a tea house with 3 people
Is the TV show The Prodigal Wife  today? 	5	on 	Is the TV show The Prodigal Wife on today?
I want a photograph of Elizabeth the Queen	5		I want a photograph of Elizabeth the Queen
book a restaurant in Fort Gates, FL	1		book a restaurant in Fort Gates, FL
Tell me if it'll be freezing here in 21 seconds	2		Tell me if it'll be freezing here in 21 seconds
book a table at Anstruther Fish Bar in FM	1		book a table at Anstruther Fish Bar in FM
Rate this album a five	4		Rate this album a five
find a soundtrack called Pax Warrior	5		find a soundtrack called Pax Warrior
 The Mary Van Note Show 	5	Find 	Find The Mary Van Note Show
find The Real Dirt on Farmer John, a saga	5		find The Real Dirt on Farmer John, a saga
I want global top 50 to have marit bergman added to it.	0		I want global top 50 to have marit bergman added to it.
Is it forecast to be cold  Wisconsin? 	2	in 	Is it forecast to be cold in Wisconsin?
I give the following  3 points. 	4	textbook 	I give the following textbook 3 points.
The Sleep Machine Waterscapes playlist needs some kris chetan ramlu in it. 	0		The Sleep Machine Waterscapes playlist needs some kris chetan ramlu in it. 
What movies are playing  Marcus Corporation? 	6	at 	What movies are playing at Marcus Corporation?
where is Puthri playing 	6		where is Puthri playing
 a tune in Chill Vibes 	0	add 	add a tune in Chill Vibes
Where  the closest cinema playing Osmanthus Alley 	6	is 	Where is the closest cinema playing Osmanthus Alley
 my current book 1 out of 6 points 	4	Rate 	Rate my current book 1 out of 6 points
 movies are around here 	6	what 	what movies are around here
I rate Mosses from an Old Manse a 0	4		I rate Mosses from an Old Manse a 0
book a table for a party of 7	1		book a table for a party of 7
Book a restaurant for ten people. 	1		Book a restaurant for ten people. 
 me music from the twenties on Itunes. 	3	Play 	Play me music from the twenties on Itunes.
rat the current textbook a two out of 6 points	4		rat the current textbook a two out of 6 points
Find me the movie schedule for ArcLight Hollywood	6		Find me the movie schedule for ArcLight Hollywood
rating   Castles of Steel out of 6 are 5 	4	points for 	rating points for Castles of Steel out of 6 are 5
find Heat Wave	6		find Heat Wave
I rate the book You Only Live Twice two points	4		I rate the book You Only Live Twice two points
book a spot for 9 at a churrascaria that serves ammonia cookie in Volga	1		book a spot for 9 at a churrascaria that serves ammonia cookie in Volga
 some nineties chant music from Nicoleta Nicola 	3	Play 	Play some nineties chant music from Nicoleta Nicola
show weather forecast for Dovre-Nationalpark	2		show weather forecast for Dovre-Nationalpark
I rate The Blood of Others series only five points.	4		I rate The Blood of Others series only five points.
I need a 6 rating or five with something like a saga in The Best Science Fiction of the Year 13	4		I need a 6 rating or five with something like a saga in The Best Science Fiction of the Year 13
I would like to book the best southeastern brazilian food court 	1		I would like to book the best southeastern brazilian food court 
 a popular melody by Lindsay Lohan on Youtube. 	3	Play 	Play a popular melody by Lindsay Lohan on Youtube.
Rate the current book 1 of 6 points	4		Rate the current book 1 of 6 points
show That Little Band of Gold	5		show That Little Band of Gold
Will it be hotter at nine am in Serbia	2		Will it be hotter at nine am in Serbia
Is it sunny 1 second  now  the Pitcairn Islands 	2	from in 	Is it sunny 1 second from now in the Pitcairn Islands
What is the movie schedule at MJR Theatres?	6		What is the movie schedule at MJR Theatres?
Rate Who Moved My Cheese? a one	4		Rate Who Moved My Cheese? a one
add MG The Visionary to my Dubstep playlist	0		add MG The Visionary to my Dubstep playlist
add tune to my  ironing 	0	playlist 	add tune to my playlist ironing
 creativity of Home Brew 	5	show 	show creativity of Home Brew
What  the movie schedule looking like 	6	is 	What is the movie schedule looking like
 you  the painting The Crow: Original Motion Picture Soundtrack 	5	Can find 	Can you find the painting The Crow: Original Motion Picture Soundtrack
Will it be chilly at Boggs Mountain Demonstration State Forest	2		Will it be chilly at Boggs Mountain Demonstration State Forest
 creative painting People & Love 	5	show 	show creative painting People & Love
the current saga gets 0 out of 6	4		the current saga gets 0 out of 6
 it forecast to be hot  Greenland this winter? 	2	Is in 	Is it forecast to be hot in Greenland this winter?
Give this saga a 5 out of 6 rating.	4		Give this saga a 5 out of 6 rating.
I'd like to listen to the soundtrack In the Air	5		I'd like to listen to the soundtrack In the Air
Please  tobymac's song onto the indiespensables playlist. 	0	add 	Please add tobymac's song onto the indiespensables playlist.
add jim martin to Deathcore 	0		add jim martin to Deathcore 
Where can I see the show Kind of Glue?	5		Where can I see the show Kind of Glue?
Include in my dreams in the this is new edition playlist. 	0		Include in my dreams in the this is new edition playlist. 
play Bra Vibrationer by Dean	3		play Bra Vibrationer by Dean
Find Confusion Bay.	5		Find Confusion Bay.
Can you find the novel Journal of Social Work	5		Can you find the novel Journal of Social Work
Book a table  an indoor restaurant now. 	1	at 	Book a table at an indoor restaurant now.
book a mediterranean restaurant for my sister and I	1		book a mediterranean restaurant for my sister and I
 music from 1959 by Lenny Leblanc on Pandora. 	3	Play 	Play music from 1959 by Lenny Leblanc on Pandora.
Find the movie times for North American Cinemas.	6		Find the movie times for North American Cinemas.
party for ten at National Coney Island  DE 	1	in 	party for ten at National Coney Island in DE
rate this book 1 out of 6	4		rate this book 1 out of 6
 Dixie Lullaby: A Story of Music, Race  New Beginnings in a New South  out of 6  	4	Rate and five points 	Rate Dixie Lullaby: A Story of Music, Race and New Beginnings in a New South five out of 6 points
1   Victory  Us Is to See You Suffer 	4	points for for 	1 points for Victory for Us Is to See You Suffer
play some Alte Kameraden music	3		play some Alte Kameraden music
will it be stormy in Charleston	2		will it be stormy in Charleston
add Ian Stuart Donaldson to canadian country	0		add Ian Stuart Donaldson to canadian country
whats the closest movie house showing Medal of Honor	6		whats the closest movie house showing Medal of Honor
 Paradise News 2 out of 6 	4	Rate 	Rate Paradise News 2 out of 6
Rate the current book 5 of 6 points	4		Rate the current book 5 of 6 points
Play me a 1990 sound track	3		Play me a 1990 sound track
add Joe Hickerson  to my Jazz – Classical Crossings	0		add Joe Hickerson  to my Jazz – Classical Crossings
 a restaurant for 7 people. 	1	Book 	Book a restaurant for 7 people.
Please get me Rough and Ready saga.	5		Please get me Rough and Ready saga.
Find a television show called The High Chaparral.	5		Find a television show called The High Chaparral.
give one out  6  to Free Market Fairness 	4	of stars 	give one out of 6 stars to Free Market Fairness
 the novel The Last of Sheila 	5	find 	find the novel The Last of Sheila
 Classic Punk by Chab 	0	add 	add Classic Punk by Chab
Will it be overcast in seventeen minutes in the United Arab Emirates	2		Will it be overcast in seventeen minutes in the United Arab Emirates
give this textbook a 5 out of 6 rating	4		give this textbook a 5 out of 6 rating
Please  some Bill Evans music. 	3	play 	Please play some Bill Evans music.
Book a reservation for a restaurant in Stonewood, GU	1		Book a reservation for a restaurant in Stonewood, GU
My group of seven wants to eat at Yogurt Mountain in Slick tonight.	1		My group of seven wants to eat at Yogurt Mountain in Slick tonight.
 Andy Williams Sings Rodgers  Hammerstein by elica todorova 	3	Play And 	Play Andy Williams Sings Rodgers And Hammerstein by elica todorova
Add  Michael Balzary to mujeres y hombres y fiesta	0		Add  Michael Balzary to mujeres y hombres y fiesta
I want to book a restaurant for eight in Harding.	1		I want to book a restaurant for eight in Harding.
Book a highly rated fast food restaurant in Falmouth.	1		Book a highly rated fast food restaurant in Falmouth.
Find the Sing When You’re Winning TV show	5		Find the Sing When You’re Winning TV show
find Regal Entertainment Group animated movies	6		find Regal Entertainment Group animated movies
I want to read the  Between a Rock  a Hard Place 	5	book and 	I want to read the book Between a Rock and a Hard Place
Find a novel called Testing Anywhere.	5		Find a novel called Testing Anywhere.
 When You Come Back to the jazz  loving couples playlist. 	0	Add for 	Add When You Come Back to the jazz for loving couples playlist. 
Please book me a restaurant reservation  First Watch  Douglas, Maine. 	1	at in 	Please book me a restaurant reservation at First Watch in Douglas, Maine.
I'm looking for an album called The Orchestrion Project.	5		I'm looking for an album called The Orchestrion Project.
Give two stars to Scribblings	4		Give two stars to Scribblings
I want to hear Nokko's songs from the twenties	3		I want to hear Nokko's songs from the twenties
Play Humour	3		Play Humour
this saga is definitely worth 4 stars.	4		this saga is definitely worth 4 stars.
 album to my Massive Soca Hits 	0	Add 	Add album to my Massive Soca Hits
What's the forecast  right here 	2	for 	What's the forecast for right here
What will the humidity be like  VI  june the fourteenth, 2020? 	2	in on 	What will the humidity be like in VI on june the fourteenth, 2020?
 this essay two points 	4	Rate 	Rate this essay two points
Can ten green bottles be added to brooklyn beat?	0		Can ten green bottles be added to brooklyn beat?
search for the show Champagne Showers	5		search for the show Champagne Showers
 this novel 4 out of 6 	4	rate 	rate this novel 4 out of 6
Look  the Public Toilet painting 	5	for 	Look for the Public Toilet painting
what animated movies are showing in the neighborhood 	6		what animated movies are showing in the neighborhood 
Will there be snowfall in zero PM in Estonia	2		Will there be snowfall in zero PM in Estonia
Will it be warmer  Flag? 	2	in 	Will it be warmer in Flag?
Is The King of the Kitchen playing in fifteen hours?	6		Is The King of the Kitchen playing in fifteen hours?
Play One Way Ticket by Ray Kennedy.	3		Play One Way Ticket by Ray Kennedy.
add this peter iwers album to my ntc gym strong	0		add this peter iwers album to my ntc gym strong
Can you get seating for a group of 6 at twenty o'clock at a restaurant and spa faraway from Palmyra	1		Can you get seating for a group of 6 at twenty o'clock at a restaurant and spa faraway from Palmyra
What is the forecast at 12 am  Sudan 	2	in 	What is the forecast at 12 am in Sudan
Show me the show Goldimouse and the Three Cats	5		Show me the show Goldimouse and the Three Cats
 the current album two points 	4	rate 	rate the current album two points
 a video game called The Last American Virgin. 	5	Find 	Find a video game called The Last American Virgin.
I want to eat for two at a brasserie in Gwynedd Valley TN with pickled cucumber in one second 	1		I want to eat for two at a brasserie in Gwynedd Valley TN with pickled cucumber in one second 
show me the schedule of films  the neighbourhood 	6	in 	show me the schedule of films in the neighbourhood
Will there be a snowstorm at my current place?	2		Will there be a snowstorm at my current place?
show  The Best Of: Volume 1 TV series 	5	me 	show me The Best Of: Volume 1 TV series
On Itunes play the latest Anna Yesipova ep	3		On Itunes play the latest Anna Yesipova ep
I rate this essay a four of 6	4		I rate this essay a four of 6
Add changes & things to hot 50 playlist	0		Add changes & things to hot 50 playlist
play Neutrons  by Seun Kuti	3		play Neutrons  by Seun Kuti
Look for the Girl in Mirror movie	5		Look for the Girl in Mirror movie
I'd like to  movies now right nearby 	6	watch 	I'd like to watch movies now right nearby
Add this artist to my grandes unplugged playlist	0		Add this artist to my grandes unplugged playlist
 a spot  the best brasserie near Saudi Arabia 	1	book at 	book a spot at the best brasserie near Saudi Arabia
Show Acta Mathematicae Applicatae Sinica TV show	5		Show Acta Mathematicae Applicatae Sinica TV show
Book a restaurant for 3 in New Mexico.	1		Book a restaurant for 3 in New Mexico.
Is it warm in Vallecito	2		Is it warm in Vallecito
Give the book Buzz about Bees a 2 star rating out of 6.	4		Give the book Buzz about Bees a 2 star rating out of 6.
What's the weather forecast  Crystal Lake Park? 	2	for 	What's the weather forecast for Crystal Lake Park?
play a top 50  tune from the twenties by Willi Williams	3		play a top 50  tune from the twenties by Willi Williams
 Remains of the Day 	5	Play 	Play Remains of the Day
this  gets a three out of 6. 	4	chronicle 	this chronicle gets a three out of 6.
Play the top-20 best Chicane songs on Deezer	3		Play the top-20 best Chicane songs on Deezer
Book a table in a Haines Borough restaurant for nine that is within walking distance.	1		Book a table in a Haines Borough restaurant for nine that is within walking distance.
