sentence	label	missing	target
I need to book a table for 7 in Estonia	1		I need to book a table for 7 in Estonia
Will it get colder in Cape Fair	2		Will it get colder in Cape Fair
show the trailer of Rugrats Go Wild	5		show the trailer of Rugrats Go Wild
_ _ _ _ _ _ 2 members _ _ Samoa _ 	1	book me best joint restaurant for at AMerican today 	book me best joint restaurant for 2 members at AMerican Samoa today
_ a _ _ to _ _ 	1	book restaurant close Grant Av 	book a restaurant close to Grant Av
_ _ _ a _ _ Iron _ 	1	Book reservations at restaurant in Springs 	Book reservations at a restaurant in Iron Springs
_ 5 _ _ 6 _ _ _ _ _ _ _ 	4	give out of stars to Creatures of Light and Darkness 	give 5 out of 6 stars to Creatures of Light and Darkness
I'm wondering when I can see Beating Heart at the nearest cinema.	6		I'm wondering when I can see Beating Heart at the nearest cinema.
_ _ the _ _ _ _ – The _ _ 	5	Pull up trailer for 2000 Years Millennium Concert 	Pull up the trailer for 2000 Years – The Millennium Concert
Play me a 2015 soundtrack on Netflix	3		Play me a 2015 soundtrack on Netflix
When is The Prince Who Was a Thief playing at the cinema?	6		When is The Prince Who Was a Thief playing at the cinema?
Find the movie schedule for the Cineplex Odeon Corporation.	6		Find the movie schedule for the Cineplex Odeon Corporation.
I need reservations for a party of 3 on all souls' day in Temperance, North Dakota	1		I need reservations for a party of 3 on all souls' day in Temperance, North Dakota
Rate this novel 1 of 6	4		Rate this novel 1 of 6
What is the weather looking like for December the eleventh, 2034 in MD	2		What is the weather looking like for December the eleventh, 2034 in MD
Play me a song from Voices & Images	3		Play me a song from Voices & Images
I'd like to hear Infinite Indie Folk on Slacker. 	3		I'd like to hear Infinite Indie Folk on Slacker. 
Give me the weather forecast in Boma for next summer	2		Give me the weather forecast in Boma for next summer
Is it hotter in Vernon	2		Is it hotter in Vernon
Give The Denationalization of Money series four of 6	4		Give The Denationalization of Money series four of 6
_ a _ _ _ _ Epstein 	3	Play popular chant by Brian 	Play a popular chant by Brian Epstein
What will the weather be nineteen seconds from now from the Little Manatee River State Park	2		What will the weather be nineteen seconds from now from the Little Manatee River State Park
_ the _ Yourself _ _ _ _ 	5	Show Put in His Place game 	Show the Put Yourself in His Place game
Please play something that's freak folk on Google Music	3		Please play something that's freak folk on Google Music
_ a _ _ _ _ 3 _ _ _ _ _ 	1	Book restaurant in MP at pm with pigs in blankets 	Book a restaurant in MP at 3 pm with pigs in blankets
Listen to Dragon Ball: Music Collection	5		Listen to Dragon Ball: Music Collection
give three out of 6 points to this textbook	4		give three out of 6 points to this textbook
_ _ _ Health _ _ _ _ hours? 	6	What cinema is Warning playing in eleven 	What cinema is Health Warning playing in eleven hours?
Is the forecast windy now in Fort Myers Shores Arizona	2		Is the forecast windy now in Fort Myers Shores Arizona
Weather for six am in SC	2		Weather for six am in SC
I _ _ _ _ _ _ _ _ 	1	want to go to that popular ethiopian restaurant 	I want to go to that popular ethiopian restaurant
Tell me if it'll be freezing this year in ID	2		Tell me if it'll be freezing this year in ID
Play the heinz strobl ep from 2016 on Groove Shark	3		Play the heinz strobl ep from 2016 on Groove Shark
_ _ _ cold _ _ _ hour? 	2	Will it be here in one 	Will it be cold here in one hour?
_ _ shanghai _ _ _ Diaz. 	3	Play sweet devil by Teddy 	Play sweet shanghai devil by Teddy Diaz.
What's the _ _ _ _ _ 	2	forecast for my current spot 	What's the forecast for my current spot
_ _ me, _ _ Bind. 	5	Please fine Ties That 	Please fine me, Ties That Bind.
_ a _ _ a _ _ _ _ _ _ _ _ _ _ _ Islands 	1	need table at restaurant serving foie gras on halloween for two at Northern Mariana 	need a table at a restaurant serving foie gras on halloween for two at Northern Mariana Islands
I _ the _ _ _ _ E.A. _ _ _ _ 	2	need weather at noon for Vaughn Wildlife Management Area 	I need the weather at noon for E.A. Vaughn Wildlife Management Area
I _ to _ the _ _ _ _ _ _ _ _ 	2	need know forecast for two am in Grand Lake Towne 	I need to know the forecast for two am in Grand Lake Towne
_ a _ _ _ _ _ _ _ _ _ _ _ _ _ 	1	Book reservation for irene and rosella at The Room in the Elephant in Israel 	Book a reservation for irene and rosella at The Room in the Elephant in Israel
_ _ cary _ the _ 	3	play caitlin from fourties 	play caitlin cary from the fourties
_ a _ _ _ _ _ Skaneateles, _ 	1	book gastropub that serves pansette in Pennsylvania 	book a gastropub that serves pansette in Skaneateles, Pennsylvania
Play me an album by Lunchbox	5		Play me an album by Lunchbox
Find the schedule for movie times.	6		Find the schedule for movie times.
Look up The Park album	5		Look up The Park album
For my playlist Wild Country add a great day for freedom	0		For my playlist Wild Country add a great day for freedom
Find Trust in the Lord – Live Worship with Don Moen.	5		Find Trust in the Lord – Live Worship with Don Moen.
play the TV show Wicked City	5		play the TV show Wicked City
I'm looking for the song called Standing for Something.	5		I'm looking for the song called Standing for Something.
add Devil Pray to my party list	0		add Devil Pray to my party list
_ a _ _ _ o'clock _ _ 	1	Book restaurant at sixteen in SC 	Book a restaurant at sixteen o'clock in SC
_ _ _ _ _ _ _ a 5. 	4	Rate The Man Who Sold the Moon 	Rate The Man Who Sold the Moon a 5.
in one hour find King of Hearts	6		in one hour find King of Hearts
_ _ the _ _ _ Olivet 	2	how is weather in Mount 	how is the weather in Mount Olivet
Rate the current novel a 1	4		Rate the current novel a 1
Rate this essay five points	4		Rate this essay five points
play music by Amii Stewart with Itunes	3		play music by Amii Stewart with Itunes
_ _ _ the _ _ _ _ _ the Beat 	6	What time will movie house be showing On 	What time will the movie house be showing On the Beat
please put this tune on the irish folk – jigs & reels playlist	0		please put this tune on the irish folk – jigs & reels playlist
_ _ tribute _ _ Cox 	3	play my by Billy 	play my tribute by Billy Cox
_ _ _ _ the _ _ _ _ Entertainment? 	6	Can you give me movie schedule for Amco 	Can you give me the movie schedule for Amco Entertainment?
_ _ _ 2 points. 	4	Rate this textbook 	Rate this textbook 2 points.
_ _ to _ _ tales 	0	Add album my fairy 	Add album to my fairy tales
_ _ _ Ishq. 	5	Find Ek Boond 	Find Ek Boond Ishq.
Give this current novel a 4.	4		Give this current novel a 4.
What animated movies are at Dipson Theatres	6		What animated movies are at Dipson Theatres
_ _ to _ _ 	0	Add tune downtempo beats 	Add tune to downtempo beats
rate the chronicle Ten from Tomorrow a 2	4		rate the chronicle Ten from Tomorrow a 2
show me the picture Unfinished Monkey Business	5		show me the picture Unfinished Monkey Business
find the book Time and Again	5		find the book Time and Again
_ _ _ _ Refugio 	2	Is there fog in 	Is there fog in Refugio
_ the _ _ some _ 	6	in area find films 	in the area find some films
_ _ _ _ Star Theatres. 	6	Find movie schedules for 	Find movie schedules for Star Theatres.
Put say it ain’t so into my Trap Land playlist. 	0		Put say it ain’t so into my Trap Land playlist. 
Is it supposed to be chilly in Kuwait?	2		Is it supposed to be chilly in Kuwait?
_ _ the _ _ _ Fleischmanns, _ 43 _ _ _ 	2	What is weather like for Lesotho weeks from now 	What is the weather like for Fleischmanns, Lesotho 43 weeks from now
_ _ _ _ _ Coney Island _ _ 	1	party for ten at National in DE 	party for ten at National Coney Island in DE
_ _ _ to _ _ _ _ _ seconds? 	2	Is it forecast be windy here in seven 	Is it forecast to be windy here in seven seconds?
movie schedules of movies in the neighbourhood at zero am	6		movie schedules of movies in the neighbourhood at zero am
rate The Citadel 1 out of 6 points	4		rate The Citadel 1 out of 6 points
I need a restaurant on july 18th in Rose Bud	1		I need a restaurant on july 18th in Rose Bud
What is the weather forecast in Country Club Heights	2		What is the weather forecast in Country Club Heights
_ a _ _ _ _ _ _ Falmouth. 	1	Book highly rated fast food restaurant in 	Book a highly rated fast food restaurant in Falmouth.
_ a _ _ a _ _ _ _ 	1	book spot at highly rated afghan restaurant 	book a spot at a highly rated afghan restaurant
The _ _ _ _ _ least _ _ 	4	Bone Season is worth at three points 	The Bone Season is worth at least three points
give The Rosales Saga  2 of 6	4		give The Rosales Saga  2 of 6
Find the schedule for Tailspin Tommy in the Great Air Mystery.	6		Find the schedule for Tailspin Tommy in the Great Air Mystery.
rate the following novel one of 6	4		rate the following novel one of 6
play Make The Cowboy Robots Cry by Sabin Rai on Vimeo	3		play Make The Cowboy Robots Cry by Sabin Rai on Vimeo
I _ a _ _ _ _ _ 	1	need table for five in Viroqua 	I need a table for five in Viroqua
_ _ _ _ _ Crouch, _ Polynesia? 	2	Will it be snowy in French 	Will it be snowy in Crouch, French Polynesia?
Give the Televised Morality series a one.	4		Give the Televised Morality series a one.
_ _ the _ _ _ Korona 	2	Tell me weather forecast for 	Tell me the weather forecast for Korona
_ a _ _ _ 	3	Play ballad by Heath 	Play a ballad by Heath
_ _ Faroe _ 	2	Weather for Islands 	Weather for Faroe Islands
_ _ _ some _ _ music. 	3	Please start playing thirties theme 	Please start playing some thirties theme music.
0 _ _ _ _ saga 	4	stars for this current 	0 stars for this current saga
_ _ _ _ No _ _ Sergeants 	6	closest movie theatre with Time for 	closest movie theatre with No Time for Sergeants
Book a reservation for a restaurant serving wontons for ten people in Leopold	1		Book a reservation for a restaurant serving wontons for ten people in Leopold
_ _ _ Gamble _ 	3	play songs by Rogers 	play songs by Gamble Rogers
Play a popular song by Willie Dixon on Groove Shark	3		Play a popular song by Willie Dixon on Groove Shark
I'd _ to _ _ _ _ _ _ _ 	1	like eat at the best restaurant in Coalton 	I'd like to eat at the best restaurant in Coalton
give this textbook a rating of 3	4		give this textbook a rating of 3
_ Mikazuki _ 	3	play Sunset 	play Mikazuki Sunset
_ _ _ four _ _ 6 	4	rate this essay out of 	rate this essay four out of 6
Give The Resistance 2 out of 6 stars.	4		Give The Resistance 2 out of 6 stars.
When is Eye of the Spider playing at Regal Entertainment Group?	6		When is Eye of the Spider playing at Regal Entertainment Group?
_ _ 70s _ _ to _ 	0	add track smash hits my 	add track 70s smash hits to my
_ a _ _ _ _ _ _ _ playlist. 	0	Put gary clark song into the soul bpm 	Put a gary clark song into the soul bpm playlist. 
Will it be warm 1 week from now in DC	2		Will it be warm 1 week from now in DC
_ Reproductions: _ _ The _ _ 	5	find Songs of Human League 	find Reproductions: Songs of The Human League
book a restaurant close by my daughters's work location with burrito three years from now	1		book a restaurant close by my daughters's work location with burrito three years from now
Where can I stream a television show called Safety EP?	5		Where can I stream a television show called Safety EP?
please book a restaurant for nine members 	1		please book a restaurant for nine members 
I'd _ the _ _ _ _ _ _ _ _ now. 	2	like weather forecast in Gang Mills four years from 	I'd like the weather forecast in Gang Mills four years from now.
_ _ top-twenty _ _ Braginsky. 	3	Play the from Alexander 	Play the top-twenty from Alexander Braginsky.
I give this current textbook five stars	4		I give this current textbook five stars
_ _ to _ _ _ _ the _ 	0	add tune my playlist picnic in park 	add tune to my playlist picnic in the park
add Keke Wyatt to my Evening Commute playlist	0		add Keke Wyatt to my Evening Commute playlist
give 3 out of 6 series of The Africa House	4		give 3 out of 6 series of The Africa House
Play music on Itunes.	3		Play music on Itunes.
_ some _ _ _ _ Prado _ _ 	3	Play movement music by Perez on Iheart 	Play some movement music by Perez Prado on Iheart
How can I rate the current chronicle 5 stars?	4		How can I rate the current chronicle 5 stars?
_ _ _ _ _ _ _ _ o'clock close-by _ _ Columbia? 	2	Is it going to be sunny at 21 District Of 	Is it going to be sunny at 21 o'clock close-by District Of Columbia?
_ _ _ _ _ _ _ 6 P.M.? 	6	Is The Man Who Won playing at 	Is The Man Who Won playing at 6 P.M.?
_ _ _ _ _ to _ _ 	5	Play the soundtrack for Back the Future 	Play the soundtrack for Back to the Future
_ a _ _ _ _ Licia. 	5	Find novel called Kiss Me 	Find a novel called Kiss Me Licia.
What are the local movie times	6		What are the local movie times
rate the current essay a three	4		rate the current essay a three
_ _ _ _ _ _ _ _ _ _ Manhasset, _ _ Dec. _ 6th, 2036? 	2	What are the weather conditions going to be like in Vermont on the 	What are the weather conditions going to be like in Manhasset, Vermont on Dec. the 6th, 2036?
I'm _ _ _ _ _ _ _ 6 _ 	4	rating the book Tomorrow two out of stars 	I'm rating the book Tomorrow two out of 6 stars
I'm _ _ a _ _ _ Mice. 	5	looking for movie called Salvage 	I'm looking for a movie called Salvage Mice.
Add pittsburgh slim to my indie mim playlist.	0		Add pittsburgh slim to my indie mim playlist.
_ the _ _ A _ _ _ 	5	Play trailer for Lineage of Grace 	Play the trailer for A Lineage of Grace
_ _ _ _ Kenya 	2	show weather forecast in 	show weather forecast in Kenya
I'm _ 0 _ _ A _ _ _ Death. 	4	giving points to New Lease of 	I'm giving 0 points to A New Lease of Death.
What are the timings for Starship Troopers 2?	6		What are the timings for Starship Troopers 2?
_ a _ _ _ _ _ Lithuania 	1	Book brasserie place for seven in 	Book a brasserie place for seven in Lithuania
_ _ the _ _ the _ Ithala _ the _ _ _ _ _ _ 	2	What is forecast for Wildreservaat in distant future will it be colder 	What is the forecast for the Wildreservaat Ithala in the distant future will it be colder
_ 1 _ to _ _ _ _ _ _ 	4	give star The Cure for Death by Lightning 	give 1 star to The Cure for Death by Lightning
add Animal Stories to maryanne's by Per Yngve Ohlin	0		add Animal Stories to maryanne's by Per Yngve Ohlin
Play my Women of Rock playlist.	3		Play my Women of Rock playlist.
read the Background to Danger book	5		read the Background to Danger book
Give this book a 2.	4		Give this book a 2.
Include Sean Yseult in kaitlin's metal overload playlist. 	0		Include Sean Yseult in kaitlin's metal overload playlist. 
_ _ the _ temperature _ 	2	What is current here 	What is the current temperature here
stick Fonseca in the Songs to Sing in the Car playlist	0		stick Fonseca in the Songs to Sing in the Car playlist
_ _ the _ _ _ 4 _ _ _ 	2	What is weather in Åland seconds from now 	What is the weather in Åland 4 seconds from now
give 5 stars to this book	4		give 5 stars to this book
play theme by Yanni on Vimeo	3		play theme by Yanni on Vimeo
_ _ _ _ _ _ _ I _ _ 90's R&B 	0	add Dr Know to the playlist named Love My 	add Dr Know to the playlist named I Love My 90's R&B
Rate this textbook a 5	4		Rate this textbook a 5
_ _ _ 0 _ _ _ 6 	4	Rate this book points out of 	Rate this book 0 points out of 6
Look up Applied Linguistics	5		Look up Applied Linguistics
find movie times	6		find movie times
_ _ _ _ _ _ _ _ _ _ _ a _ _ a brasserie. 	1	me and aisha and craving cordon bleu and need to book table at 	me and aisha and craving cordon bleu and need to book a table at a brasserie.
play Vimeo 2009 by Desmond Dekker	3		play Vimeo 2009 by Desmond Dekker
_ _ the _ _ 	6	What is movie schedule 	What is the movie schedule
Add Slimm Cutta Calhoun to my this is prince playlist. 	0		Add Slimm Cutta Calhoun to my this is prince playlist. 
Warriors of Legend gets a 3 out of 6	4		Warriors of Legend gets a 3 out of 6
what is the Pennsylvania forecast for Three Forks for midnight	2		what is the Pennsylvania forecast for Three Forks for midnight
_ _ the Coulee _ _ _ 	2	what is City MT forecast 	what is the Coulee City MT forecast
Can I hear tod ashley music from 1953?	3		Can I hear tod ashley music from 1953?
_ _ a _ _ _ _ a _ _ _ burger. 	1	Get me reservation for two at restaurant which serves 	Get me a reservation for two at a restaurant which serves burger.
_ _ _ _ to _ _ y _ y _ 	0	Add Munawar Ali Khan my mujeres hombres fiesta 	Add Munawar Ali Khan to my mujeres y hombres y fiesta
what's the _ _ _ _ _ _ _ 	6	closest movie house showing Night in May 	what's the closest movie house showing Night in May
Find a show called Friday Download.	5		Find a show called Friday Download.
_ _ the _ _ _ _ the _ Statistical _ 	5	Search for song called Journal of American Association 	Search for the song called Journal of the American Statistical Association
_ _ _ _ pm 	2	Weather here at two 	Weather here at two pm
Add Ace Hood to the this is aretha franklin playlist.	0		Add Ace Hood to the this is aretha franklin playlist.
Show the Whispering Willows novel	5		Show the Whispering Willows novel
I want to add this bon scott song to my Post-grunge list	0		I want to add this bon scott song to my Post-grunge list
_ _ are _ the _ _ _ 	6	what movies at nearest movie house 	what movies are at the nearest movie house
I'd like to eat with a party of nine in Snapfinger PA	1		I'd like to eat with a party of nine in Snapfinger PA
I'd _ _ _ _ _ _ _ & Dragons: _ _ Mystara. 	5	like to watch the trailer for Dungeons Chronicles of 	I'd like to watch the trailer for Dungeons & Dragons: Chronicles of Mystara.
Rate The Man Who Sold the Moon a 5.	4		Rate The Man Who Sold the Moon a 5.
_ _ the _ _ _ close-by _ 	2	What is weather forecast for Burkina 	What is the weather forecast for close-by Burkina
find a TV show called Randy Scouse Git	5		find a TV show called Randy Scouse Git
_ _ _ 1964. 	3	Play music from 	Play music from 1964.
add tune to my country playlist	0		add tune to my country playlist
I _ _ _ _ 1 _ _ 6 stars. 	4	give The Caxtons chronicle out of 	I give The Caxtons chronicle 1 out of 6 stars.
what animated movies are showing in the area 	6		what animated movies are showing in the area 
_ _ _ to _ _ _ _ _ Masekela. 	3	use Iheart radio play eighties music from Hugh 	use Iheart radio to play eighties music from Hugh Masekela.
_ _ _ _ _ Poplar Bluff 	2	Will it be warmer in 	Will it be warmer in Poplar Bluff
Please play a song by Ahmad Jamal	3		Please play a song by Ahmad Jamal
Is it supposed to be windy in ME on june the 14th, 2024?	2		Is it supposed to be windy in ME on june the 14th, 2024?
_ _ _ _ Badu 	3	play Wanted by Erykah 	play Wanted by Erykah Badu
_ _ _ 2 _ _ 6 stars. 	4	Give The Resistance out of 	Give The Resistance 2 out of 6 stars.
Play music from Youtube.	3		Play music from Youtube.
Play a 1964 track from Shahram Nazeri on Pandora.	3		Play a 1964 track from Shahram Nazeri on Pandora.
Book me a restaurant please.	1		Book me a restaurant please.
Play That Would Be Something by Eden Ahbez	3		Play That Would Be Something by Eden Ahbez
Search for The Nations	5		Search for The Nations
Tell me the forecast in the same area here on Robert E Lee's Birthday	2		Tell me the forecast in the same area here on Robert E Lee's Birthday
_ _ _ _ action _ _ Bernard, _ _ 	2	Will there be cloud in Saint Virgin Islands 	Will there be cloud action in Saint Bernard, Virgin Islands
This current album would get 6 stars or a rating value of 1	4		This current album would get 6 stars or a rating value of 1
Want to _ _ _ _ to _ _ _ _ 	0	add pacific ocean blues the playlist named lunch 	Want to add pacific ocean blues to the playlist named lunch
_ some _ _ _ 	3	play Alte Kameraden music 	play some Alte Kameraden music
I _ a _ _ The _ _ _ _ _ _ 	1	need table at Apple Pan for reva and bernadine 	I need a table at The Apple Pan for reva and bernadine
play Myth II: Soulblighter	5		play Myth II: Soulblighter
I _ _ _ 2 _ 6 _ 	4	rate this novel of points 	I rate this novel  2 of 6 points
I want _ _ _ _ _ _ _ _ 	5	to watch the TV series Krieg in Chinatown 	I want to watch the TV series Krieg in Chinatown
Can I see the movie schedules?	6		Can I see the movie schedules?
_ the _ _ _ 	5	play song Red Lanta 	play the song Red Lanta
I _ a _ _ _ _ _ _ _ a _ _ _ _ _ _ 	1	need table in your position at churrascaria for hot dog in the same area 	I need a table in your position at churrascaria for a hot dog in the same area
Please let me know the weather forecast in Louisiana state	2		Please let me know the weather forecast in Louisiana state
_ _ _ are around _ 	6	What animated movies here 	What animated movies are around here
_ a 1978 _ _ _ 	3	Play track on Slacker 	Play a 1978 track on Slacker
I want another song in the Women of Latin Music playlist. 	0		I want another song in the Women of Latin Music playlist. 
What is the predicted weather on mar. 27 for Farragut State Park?	2		What is the predicted weather on mar. 27 for Farragut State Park?
_ a _ _ _ _ Pro 	5	find book called Outpost Firewall 	find a book called Outpost Firewall Pro
_ _ music. 	3	Play Revival 	Play Revival music.
_ _ _ _ _ _ Roman to _ _ _ _ playlist. 	0	Add this tune by Rafet el my Latin Pop Rising 	Add this tune by Rafet el Roman to my Latin Pop Rising playlist.
How do I rate the book White Teeth only 4 stars?	4		How do I rate the book White Teeth only 4 stars?
_ you _ _ some _ _ 	3	Can play me britpop music 	Can you play me some britpop music
add the track by apostolos nikolaidis to the This Is Luis Fonsi playlist	0		add the track by apostolos nikolaidis to the This Is Luis Fonsi playlist
I want _ _ _ _ _ _ _ 	5	to watch the show Railroad Model Craftsman 	I want to watch the show Railroad Model Craftsman
_ _ the _ _ Kearneysville 	2	What is forecast in 	What is the forecast in Kearneysville
I'd _ a _ _ _ _ _ _ _ _ _ 24th, _ 	1	like table for three at Black Rapids Roadhouse on February 2039 	I'd like a table for three at Black Rapids Roadhouse on February 24th, 2039
Play a new tune by louis silvers.	3		Play a new tune by louis silvers.
_ a _ _ _ _ Kong 	1	Book restaurant reservation in Hong 	Book a restaurant reservation in Hong Kong
I need to get seats for me and my ex wife to eat in Egypt.	1		I need to get seats for me and my ex wife to eat in Egypt.
What's the _ _ _ _ 	2	weather in Blackman Jordan 	What's the weather in Blackman Jordan
Add Tony Kakko music to Street Dance playlist	0		Add Tony Kakko music to Street Dance playlist
I want to read the book Between a Rock and a Hard Place	5		I want to read the book Between a Rock and a Hard Place
Is it hotter here on Navy Birthday	2		Is it hotter here on Navy Birthday
I _ _ to _ the _ _ _ _ _ 	1	would like book best southeastern brazilian food court 	I would like to book the best southeastern brazilian food court 
find a TV show called The Traffic Policeman	5		find a TV show called The Traffic Policeman
give 3 star to this essay	4		give 3 star to this essay
_ a _ _ _ ramos, _ _ _ I _ a _ _ _ 	1	book spot for gay janice gonzales and at bar in Timbo 	book a spot for gay ramos, janice gonzales and I at a bar in Timbo
_ _ _ the _ _ _ _ _ Micronesia. 	2	Please give me weather for Federated States Of 	Please give me the weather for Federated States Of Micronesia.
I would give this current novel 2 stars with a best rating of 6	4		I would give this current novel 2 stars with a best rating of 6
_ _ _ here _ 11/18/2018 	2	Will it colder on 	Will it colder here on 11/18/2018
Add the lady bunny album to décadas	0		Add the lady bunny album to décadas
Book a table for 9 people at a delicatessen for April the twenty-eighth, 2018.	1		Book a table for 9 people at a delicatessen for April the twenty-eighth, 2018.
I _ _ _ _ _ _ 2 stars. 	4	give The Cat and the King 	I give The Cat and the King 2 stars.
play playlist A Mis Niños de 30	3		play playlist A Mis Niños de 30
i give the following textbook three points	4		i give the following textbook three points
Look for the novel Behind closed doors	5		Look for the novel Behind closed doors
Find the TV series I Build the Tower 	5		Find the TV series I Build the Tower 
_ _ _ to _ _ _ Wisconsin? 	2	Is it forecast be cold in 	Is it forecast to be cold in Wisconsin?
_ _ the _ _ _ _ _ Lesotho 	2	What is forecast for this Fall in 	What is the forecast for this Fall in Lesotho
add Unite and Win to my night out	0		add Unite and Win to my night out
Give the current series a two	4		Give the current series a two
Add some patrick stump to maritza's disco fever list	0		Add some patrick stump to maritza's disco fever list
Will it be hot in Keachi	2		Will it be hot in Keachi
_ _ the _ _ Lucre _ 	5	find me book Filthy Live 	find me the book Filthy Lucre Live
Anything _ to Smith-9th _ _ _ _ _ _ _ _ _ _ _ ? 	1	close St that can seat two people about one minute from now 	Anything close to Smith-9th St that can seat two people about one minute from now ?
_ _ Shark 	3	play Groove 	play Groove Shark
I _ _ _ _ _ a _ _ _ 	4	would give Basic Battle Skills rating of four 	I would give Basic Battle Skills a rating of four
book a spot for 1 at a south american restaurant	1		book a spot for 1 at a south american restaurant
_ _ _ Adam _ _ A.M. _ 	6	What time is at Six playing 	What time is Adam at Six A.M. playing
add dark days in paradise to my gym playlist	0		add dark days in paradise to my gym playlist
_ _ _ _ St. _ _ _ _ _ _ 8 minutes? 	6	Is The Belles of Clements playing at Star Theatres in 	Is The Belles of St. Clements playing at Star Theatres in 8 minutes?
book a spot for 1 at a pub with internet	1		book a spot for 1 at a pub with internet
_ _ _ _ Pencil _ Mustache 	5	show creative book named Thin 	show creative book named Pencil Thin Mustache
I'm looking for a job in Inversion	5		I'm looking for a job in Inversion
Book a restaurant in Donnelly	1		Book a restaurant in Donnelly
Rate The Vanishing Thieves 4 out of 6	4		Rate The Vanishing Thieves 4 out of 6
What movies are at Malco Theatres	6		What movies are at Malco Theatres
_ _ the _ _ McKenna _ _ _ _ Shakira _ 	0	please put artist Matt in my This Is playlist 	please put the artist Matt McKenna in my This Is Shakira playlist
_ _ _ _ _ _ Larsson's Travelers _ _ 	3	Can you play something off Johan And Thieves 	Can you play something off Johan Larsson's Travelers And Thieves
_ _ _ 2 _ _ 6 stars. 	4	Give this book out of 	Give this book 2 out of 6 stars.
_ _ the _ _ _ the _ _ _ minutes _ _ 	6	What is movie schedule at IMAX Corporation three from now 	What is the movie schedule at the IMAX Corporation three minutes from now
Tell me if it will hail in Elliotts Bluff at five o'clock	2		Tell me if it will hail in Elliotts Bluff at five o'clock
Add shawn camp to my soulful disco playlist. 	0		Add shawn camp to my soulful disco playlist. 
Please add faccetta nera to my this is handel playlist	0		Please add faccetta nera to my this is handel playlist
_ _ tango. 	3	Play some 	Play some tango.
Is it forecast to be chillier in Latvia?	2		Is it forecast to be chillier in Latvia?
_ _ the _ _ _ _ _ _ HI? 	2	What will weather be at nine am in 	What will the weather be at nine am in HI?
Give me some info on when Hands Across the Border will be laying at the cinema.	6		Give me some info on when Hands Across the Border will be laying at the cinema.
Where and when is Unleashed – Entfesselt playing	6		Where and when is Unleashed – Entfesselt playing
I _ a _ _ _ _ a _ 	1	need reservation for four at restaurant 	I need a reservation for four at a restaurant
Add album to Acoustic Spring	0		Add album to Acoustic Spring
_ _ _ _ _ _ _ _ Slemp _ 	2	Will it be warmer in five years in Kansas 	Will it be warmer in five years  in Slemp Kansas
the following essay is a two	4		the following essay is a two
_ The _ _ The _ _ _ Jow _ _ _ 	3	Play View From Afternoon by Malese on Last Fm 	Play The View From The Afternoon by Malese Jow on Last Fm
_ _ _ 7 A.M. _ _ _ _ _ 	6	What is the movie schedules at Amco Entertainment 	What is the 7 A.M. movie schedules at Amco Entertainment
Put Jazzy B on Lazy Chill Afternoon playlist	0		Put Jazzy B on Lazy Chill Afternoon playlist
_ _ _ film _ _ Southern _ 	6	What time is showing at Theatres 	What time is film showing at Southern Theatres
_ _ the _ _ _ movies _ _ 	6	What is movie schedule for close by 	What is the movie schedule for movies close by
_ _ the Lights _ _ 	5	Show me Out saga 	Show me the Lights Out saga
Play the best music from Klaus Badelt.	3		Play the best music from Klaus Badelt.
find movie schedules for Dickinson Theatres	6		find movie schedules for Dickinson Theatres
find the photograph Canaich	5		find the photograph Canaich
_ are _ _ _ _ _ _ by? 	6	What movie times for animated movies close 	What are movie times for animated movies close by?
Give The Dark Abode chronicle 2 out of 6 points.	4		Give The Dark Abode chronicle 2 out of 6 points.
What cinema is playing Great Guy	6		What cinema is playing Great Guy
I _ the _ _ _ _ _ _ 	4	rate book Time and Stars two points 	I rate the book Time and Stars  two points
How cloudy is it in Morrisonville, Kentucky	2		How cloudy is it in Morrisonville, Kentucky
Locate a bakery in Rockport, Federated States Of Micronesia that serves olives	1		Locate a bakery in Rockport, Federated States Of Micronesia that serves olives
weather in one minute in Norfolk Island	2		weather in one minute in Norfolk Island
Find movie schedules for Star Theatres.	6		Find movie schedules for Star Theatres.
_ _ _ 0 _ 	4	Rate Decoding Reality points 	Rate Decoding Reality 0 points
Which films are playing at the closest cinema?	6		Which films are playing at the closest cinema?
Play The God That Failed on Vimeo.	3		Play The God That Failed on Vimeo.
edit Aux Cord Privileges playlist by putting this tune on it	0		edit Aux Cord Privileges playlist by putting this tune on it
_ Carry _ _ _ dreams 	5	find me in your 	find Carry me in your dreams
I _ _ the _ _ _ _ 	4	am giving current book two stars 	I am giving the current book two stars
_ _ _ _ _ A _ _ _ G 	3	Play the song Drifting On Reed by Bobby 	Play the song Drifting On A Reed by Bobby G
Weather for this Winter here	2		Weather for this Winter here
play The Necromancer	3		play The Necromancer
_ _ _ _ _ Penuelas _ _ Nov. 26th, _ 	2	Will it be chilly in Indonesia on 2030 	Will it be chilly in Penuelas Indonesia on Nov. 26th, 2030
_ 1981 _ _ _ Fm 	3	play music on Last 	play 1981 music on Last Fm
_ _ _ _ _ _ _ _ _ _ _ 1914–1918 	5	show creativity of Official History of Australia in the War of 	show creativity of Official History of Australia in the War of 1914–1918
_ Drowning _ _ _ Sight. 	5	Find with Land in 	Find Drowning with Land in Sight.
_ _ _ to blizzard _ _ _ _ 	2	is it going at my current position 	is it going to blizzard at my current position
I _ _ hear _ _ _ _ _ 	3	want to music on my Slacker app 	I want to hear music on my Slacker app
