sentence	label	missing	target
find the photograph Canaich	5		find the photograph Canaich
Weather for jun. ninth, 2033 in San Pierre Romania	2		Weather for jun. ninth, 2033 in San Pierre Romania
 a spot  8  Hungary on february the 14th 	1	book for in 	book a spot for 8 in Hungary on february the 14th
 me showtimes for animated movies  the neighbourhood. 	6	Find in 	Find me showtimes for animated movies in the neighbourhood.
Find a painting called The Book of Folly.	5		Find a painting called The Book of Folly.
put this album on  dubstep dangles dirty  	0	my playlist 	put this album on my dubstep dangles dirty playlist
find Seduced  Madness, a trailer 	5	by 	find Seduced by Madness, a trailer
give 1 out of 6 points to current textbook	4		give 1 out of 6 points to current textbook
add tune Papa Bue to éxitos españa playlist	0		add tune Papa Bue to éxitos españa playlist
I want to hear the Fear The Boom  Bust   haruka shimotsuki off   	3	And song from of Spotify 	I want to hear the Fear The Boom And Bust song from haruka shimotsuki off of Spotify
I  the  album four of 6 	4	rate current 	I rate the current album four of 6
I would give Bones  the Earth 2  	4	of points 	I would give Bones of the Earth 2 points
Is the weather temperate in Millinocket?	2		Is the weather temperate in Millinocket?
Find the TV show titled Timerider: The Adventure of Lyle Swann	5		Find the TV show titled Timerider: The Adventure of Lyle Swann
 it  overcast next summer not far  Redington Shores 	2	Will be from 	Will it be overcast next summer not far from Redington Shores
Please get me the Critical Condition show.	5		Please get me the Critical Condition show.
show movie schedule at Cinemark Theatres	6		show movie schedule at Cinemark Theatres
  the  Playlist: The Very Best of Dolly Parton 	5	Show me book 	Show me the book Playlist: The Very Best of Dolly Parton
Look for the TV series The Stars at Saint Andrea	5		Look for the TV series The Stars at Saint Andrea
will it be colder at midnight in Washington	2		will it be colder at midnight in Washington
what films are showing nearby	6		what films are showing nearby
Play record from the seventies	3		Play record from the seventies
Is Rio Belongs to Us playing at the movie house closest to me	6		Is Rio Belongs to Us playing at the movie house closest to me
Please find me the Magic Hour saga.	5		Please find me the Magic Hour saga.
give 4 out  6  to this textbook 	4	of stars 	give 4 out of 6 stars to this textbook
Find Beavis and Butt-head	5		Find Beavis and Butt-head
put this song on the Chips  Salsa  	0	and playlist 	put this song on the Chips and Salsa playlist
What's the forecast in Klamath Marsh National Wildlife Refuge?	2		What's the forecast in Klamath Marsh National Wildlife Refuge?
Can you locate the saga for the Ringo Sheena discography	5		Can you locate the saga for the Ringo Sheena discography
Include Badmeaningood Volume4 in jaime's Animal Stories playlist. 	0		Include Badmeaningood Volume4 in jaime's Animal Stories playlist. 
 Butterfly House to nu metal 	0	add 	add Butterfly House to nu metal
Give   / 6 to  Sister,  Love 	4	three stars My My 	Give three stars / 6 to My Sister, My Love
Play the last Wellman Braud album relaesd 	3		Play the last Wellman Braud album relaesd 
I'd like to  the trailer  As Tears Go  	5	watch for By 	I'd like to watch the trailer for As Tears Go By
Where can I purchase a copy of the painting called Glimpses of World History?	5		Where can I purchase a copy of the painting called Glimpses of World History?
in the neighbourhood find movies	6		in the neighbourhood find movies
 the Envoy of Lucifer show 	5	Find 	Find the Envoy of Lucifer show
 a reservation  one  an italian taverna  two PM  Hutchings, North Dakota 	1	Book for at for in 	Book a reservation for one at an italian taverna for two PM in Hutchings, North Dakota
 me a table  seven  Co-operative Block Building, ND. 	1	Book for in 	Book me a table for seven in Co-operative Block Building, ND.
what's the movie schedules   the neighborhood  the movies 	6	for in at 	what's the movie schedules for in the neighborhood at the movies
When  Purple Heart scheduled  the nearest  house? 	6	is at movie 	When is Purple Heart scheduled at the nearest movie house?
  the  series called Take  to Your Heaven 	5	show me TV Me 	show me the TV series called Take Me to Your Heaven
 music by Cass Elliot 	3	play 	play music by Cass Elliot
 the current novel three points 	4	Rate 	Rate the current novel three points
is the weather freezing  AK 	2	in 	is the weather freezing in AK
 NH  it be chillier  West York  noon 	2	In will in at 	In NH will it be chillier in West York at noon
 will the weather be  Croatia? 	2	What in 	What will the weather be in Croatia?
find a movie house for Kickboxer 5 – Redemption	6		find a movie house for Kickboxer 5 – Redemption
 Pimp C to  workout remix. 	0	Add my 	Add Pimp C to my workout remix. 
What films are playing now at the General Cinema Corporation	6		What films are playing now at the General Cinema Corporation
Tell me if it'll be humid in GA one minute from now	2		Tell me if it'll be humid in GA one minute from now
 you  Through the Darkness They March to  once upon a time  	0	Can add my playlist 	Can you add Through the Darkness They March to my once upon a time playlist
Are  animated movies scheduled  release  Mann Theatres? 	6	any for in 	Are any animated movies scheduled for release in Mann Theatres?
add olympia 1959 to from the delta to chicago	0		add olympia 1959 to from the delta to chicago
read the Background to Danger  	5	book 	read the Background to Danger book
give 4  to Fight Club 	4	points 	give 4 points to Fight Club
play my melodious playlist	3		play my melodious playlist
add the album by Cham to my Cloud Rap playlist	0		add the album by Cham to my Cloud Rap playlist
Add the Beatles tune Yesterday to my playlist, The Southern Highway Chronicles	0		Add the Beatles tune Yesterday to my playlist, The Southern Highway Chronicles
 The  of Riley, a photograph 	5	find Life 	find The Life of Riley, a photograph
 movies are playing  the nearest cinema 	6	What at 	What movies are playing at the nearest cinema
I'm craving mac and cheese. Book a table at a Portland Mills, KS restaurant. I need it for one second from now	1		I'm craving mac and cheese. Book a table at a Portland Mills, KS restaurant. I need it for one second from now
Play breed the killers on Itunes	3		Play breed the killers on Itunes
Play my playlist TGIF on itunes	3		Play my playlist TGIF on itunes
I want the photograph of Walt Before Mickey	5		I want the photograph of Walt Before Mickey
Book a restaurant.	1		Book a restaurant.
What movie theatre has A Matter of Wife... And Death	6		What movie theatre has A Matter of Wife... And Death
What does it feel like in Connecticut	2		What does it feel like in Connecticut
I want to  Club Mix to the   the title  Clásicos 	0	add playlist with 50 	I want to add Club Mix to the playlist with the title 50 Clásicos
 30 Greatest Hits 	5	Play 	Play 30 Greatest Hits
I want to eat at a bakery with deidre and rosa in Jersey.	1		I want to eat at a bakery with deidre and rosa in Jersey.
 the current chronicle a one 	4	Rate 	Rate the current chronicle a one
I want to get nine seats  a    ice cream cake. 	1	at restaurant that serves 	I want to get nine seats at a restaurant that serves ice cream cake.
I want lay down your arms in the indie español playlist. 	0		I want lay down your arms in the indie español playlist. 
 a movie schedule 	6	find 	find a movie schedule
Showtimes for Medal for the General	6		Showtimes for Medal for the General
 this song to enid's romántica  	0	add playlist 	add this song to enid's romántica playlist
 Gloria on last fm 	3	Play 	Play Gloria on last fm
I rate Wideacre five of a possiable 6 	4		I rate Wideacre five of a possiable 6 
find Naomi & Wynonna: Love Can Build a Bridge	6		find Naomi & Wynonna: Love Can Build a Bridge
Find The 180. 	5		Find The 180.
Folk and Fairy Tales gets 1 out of 6 points	4		Folk and Fairy Tales gets 1 out of 6 points
Book a table for eight people please	1		Book a table for eight people please
Play some thirties music on Netflix.	3		Play some thirties music on Netflix.
Give Upon Some Midnights Clear  four out  6  a rating. 	4	chronicle of for 	Give Upon Some Midnights Clear chronicle four out of 6 for a rating.
Find the movie schedule for animated movies around here.	6		Find the movie schedule for animated movies around here.
what time  The Graduate showing  Caribbean Cinemas 	6	is at 	what time is The Graduate showing at Caribbean Cinemas
What will the weather be in Cummings Mississippi in eleven years 	2		What will the weather be in Cummings Mississippi in eleven years 
 up The Baltic Times picture 	5	Look 	Look up The Baltic Times picture
 ian gillan to  Rock Party 	0	add my 	add ian gillan to my Rock Party
List films in the neighborhood.	6		List films in the neighborhood.
What movie schedules start  sunset? 	6	at 	What movie schedules start at sunset?
 this track to the classical  for smart kids  	0	Add music playlist 	Add this track to the classical music for smart kids playlist
What is the cheapest price for the saga called 2006 Wikipedia CD Selection?	5		What is the cheapest price for the saga called 2006 Wikipedia CD Selection?
show me the movie schedule	6		show me the movie schedule
 artist rob dougan to electroNOW 	0	add 	add artist rob dougan to electroNOW
 it  to be chilly  Western Sahara  13 hours 	2	is going in in 	is it going to be chilly in Western Sahara in 13 hours
Look up the game called The Long Morrow	5		Look up the game called The Long Morrow
I want to hear symphony songs from Rebecca Cartwright on Last Fm	3		I want to hear symphony songs from Rebecca Cartwright on Last Fm
Where can I locate Leo the Lion for purchase	5		Where can I locate Leo the Lion for purchase
 time can I expect  to start  the Bow Tie Cinemas 	6	what films at 	what time can I expect films to start at the Bow Tie Cinemas
I'd  to  qriii onto songs to sing  the car. 	0	like put in 	I'd like to put qriii onto songs to sing in the car.
give 0   6  to Reality  Certainty 	4	out of stars of 	give 0 out of 6 stars to Reality of Certainty
Make me a reservation  NH  a party of two  a restaurant close  	1	in for at by 	Make me a reservation in NH for a party of two at a restaurant close by
Where do i purchase the book, Baby-Sittor?	5		Where do i purchase the book, Baby-Sittor?
I'd like to put duett onto my hot country playlist.	0		I'd like to put duett onto my hot country playlist.
me  deanna want to  a restaurant  Malawi 	1	and book in 	me and deanna want to book a restaurant in Malawi
book a table this evening in Saint Vincent and the Grenadines at a gastropub	1		book a table this evening in Saint Vincent and the Grenadines at a gastropub
  up the painting, Modern times. 	5	Please look 	Please look up the painting, Modern times.
 me Benjamin Kowalewicz's top hits 	3	Play 	Play me Benjamin Kowalewicz's top hits
Programming the Universe is average  deserves three  out  6. 	4	and stars of 	Programming the Universe is average and deserves three stars out of 6. 
When is Heat playing  me? 	6	near 	When is Heat playing near me?
 a table for 6  a restaurant  Pershing Square, Manhattan  two  	1	Book at in at am 	Book a table for 6 at a restaurant in Pershing Square, Manhattan at two am
 my  textbook three out of 6 	4	Rate current 	Rate my current textbook three out of 6
I want to  the book, The Mailroom: Hollywood   the Bottom  	5	see History from Up 	I want to see the book, The Mailroom: Hollywood History from the Bottom Up
I need information  movie schedules 	6	on 	I need information on movie schedules
 the creativity  saga The Dissociatives 	5	show of 	show the creativity of saga The Dissociatives
   the TV series titled I Need Romance. 	5	Please search for 	Please search for the TV series titled I Need Romance.
Find me the JQuery Mobile TV show	5		Find me the JQuery Mobile TV show
I want to hear some Boris Grebenchtchikov on Zvooq	3		I want to hear some Boris Grebenchtchikov on Zvooq
How is the forecast  OK? 	2	for 	How is the forecast for OK?
Play Johnny Gimble 	3		Play Johnny Gimble
 Pastwatch: The Redemption of Christopher Columbus   points 	4	rate chronicle zero 	rate Pastwatch: The Redemption of Christopher Columbus chronicle zero points
Can you tell me the movie times for Alamo Drafthouse Cinema	6		Can you tell me the movie times for Alamo Drafthouse Cinema
I would rate this textbook 5 points and a rating value of 6	4		I would rate this textbook 5 points and a rating value of 6
Add the frank beard song to the Soft Pop Hits playlist	0		Add the frank beard song to the Soft Pop Hits playlist
What  the weather like now  Washington 	2	is in 	What is the weather like now in Washington
I'd give the   five points 	4	current essay 	I'd give the current essay five points
 even serpents shine to dorothea's indie hipster  	0	Add playlist 	Add even serpents shine to dorothea's indie hipster playlist
rate tune to 90's Baby Makers	0		rate tune to 90's Baby Makers
Start playing my Disney playlist.	3		Start playing my Disney playlist.
Payette National Forest is cold weather and have lunch within walking distance	2		Payette National Forest is cold weather and have lunch within walking distance
 4  / 6 to Last Day  Limbo 	4	Give points in 	Give 4 points / 6 to Last Day in Limbo
find the Carrousel saga	5		find the Carrousel saga
Book a reservation for 2 at a food truck with pool in New York	1		Book a reservation for 2 at a food truck with pool in New York
Is there a lot of sun in Qatar?	2		Is there a lot of sun in Qatar?
 me an album by Lunchbox 	5	Play 	Play me an album by Lunchbox
find a game called Bump the Show	5		find a game called Bump the Show
Add Der K und K Kalypso aus Wien to vonda's playlist Pura Vida	0		Add Der K und K Kalypso aus Wien to vonda's playlist Pura Vida
 the  Giants of the Frost two out of 6  	4	rate book points 	rate the book Giants of the Frost two out of 6 points
Find a reservation for a tea house in Lorain	1		Find a reservation for a tea house in Lorain
 the schedule  Metallica Through the Never. 	6	Find for 	Find the schedule for Metallica Through the Never.
 the album  Paul Barker playing the greatest  1978 	3	play by from 	play the album by Paul Barker playing the greatest from 1978
Play the newest twenties melody.	3		Play the newest twenties melody.
Hook me up with a song by Dancing Girl.	5		Hook me up with a song by Dancing Girl.
 are some movies playing  the neighbourhood? 	6	What in 	What are some movies playing in the neighbourhood?
play Robert Stoddard from 1988	3		play Robert Stoddard from 1988
what  the Mississippi  the week 	2	is for 	what is the Mississippi for the week
  the  going to be  dinner time  the Lake Le-Aqua-Na State Recreation Area 	2	What is weather at in 	What is the weather going to be at dinner time in the Lake Le-Aqua-Na State Recreation Area
 the  book one of 6 points 	4	Rate current 	Rate the current book one of 6 points
I need a table somewhere in Culver City WA	1		I need a table somewhere in Culver City WA
 the latest  from Lobby Loyde on Netflix 	3	Play ep 	Play the latest ep from Lobby Loyde on Netflix
Rate A Battle of Nerves three stars out of 6	4		Rate A Battle of Nerves three stars out of 6
what time is The Clutching Hand playing at Amco Entertainment	6		what time is The Clutching Hand playing at Amco Entertainment
I want to book a restaurant for nine with wifi	1		I want to book a restaurant for nine with wifi
want to watch the TV show Treeful of Starling	5		want to watch the TV show Treeful of Starling
During tea time,  animated movies  be screening  the closest  house? 	6	what will at movie 	During tea time, what animated movies will be screening at the closest movie house?
can you add xanadu to Latin Alternative Music	0		can you add xanadu to Latin Alternative Music
 a  house with Ulterior Motive that  closest 	6	find movie is 	find a movie house with Ulterior Motive that is closest
Book a restaurant this year in Pagosa Junction for a romanian stle cusine for a party of two	1		Book a restaurant this year in Pagosa Junction for a romanian stle cusine for a party of two
 the work I Looked Up 	5	Find 	Find the work I Looked Up
 me a restaurant ten minutes  now 	1	Book from 	Book me a restaurant ten minutes from now
Is it sunny in Qatar?	2		Is it sunny in Qatar?
Add another tune to my Lo mejor del Rock de España playlist. 	0		Add another tune to my Lo mejor del Rock de España playlist. 
Rate The Simon & Schuster Encyclopedia of Dinosaurs and Prehistoric Creatures 0 points.	4		Rate The Simon & Schuster Encyclopedia of Dinosaurs and Prehistoric Creatures 0 points.
Find Reverence for me	5		Find Reverence for me
what  the forecast  close to Texas 	2	is for 	what is the forecast for close to Texas
 some music on Lastfm 	3	Play 	Play some music on Lastfm
What is the closest movie theatre showing In Pursuit of Honor?	6		What is the closest movie theatre showing In Pursuit of Honor?
Add the name as with gladness men of old to my ultimate 90s playlist	0		Add the name as with gladness men of old to my ultimate 90s playlist
Will it feel nicer in Finland or New Mexico today	2		Will it feel nicer in Finland or New Mexico today
Look  the High Noon TV  	5	for show 	Look for the High Noon TV show
 April the twenty-seventh, 2022, I'd  to  reservations  a spanish diner. 	1	on like make at 	on April the twenty-seventh, 2022, I'd like to make reservations at a spanish diner.
 time  Southern  showing Ukraine  Not a Brothel? 	6	What is Theatres Is 	What time is Southern Theatres showing Ukraine Is Not a Brothel?
 you  the album onto Cierra La Puerta? 	0	Can put 	Can you put the album onto Cierra La Puerta?
What's the forecast for Belize around meal time?	2		What's the forecast for Belize around meal time?
book midday at a faraway cuban place for five at a top-rated bakery in Grainola	1		book midday at a faraway cuban place for five at a top-rated bakery in Grainola
I need to know  it freezing  MN  01:27 pm 	2	is in at 	I need to know is it freezing in MN at 01:27 pm
I want to hear Shooby Taylor's Tearing Up The Album Charts.	3		I want to hear Shooby Taylor's Tearing Up The Album Charts.
book indian food at a highly rated pub for 1 for 02:22 pm	1		book indian food at a highly rated pub for 1 for 02:22 pm
find the movie Everywhere But Home	5		find the movie Everywhere But Home
I give One Clear Call  out  6  	4	zero of points 	I give One Clear Call zero out of 6 points
Rate The Life and Loves of a She-Devil two stars	4		Rate The Life and Loves of a She-Devil two stars
Play Gloria on last fm	3		Play Gloria on last fm
 a painting called Screen Souvenirs 	5	find 	find a painting called Screen Souvenirs
Is there a depression in Delta Junction	2		Is there a depression in Delta Junction
 top-twenty  movement music by Mohammad Reza Lotfi. 	3	Play fourties 	Play top-twenty fourties movement music by Mohammad Reza Lotfi.
I want to  a tea   4 that serves madeleine 	1	book house for 	I want to book a tea house for 4 that serves madeleine
Search  Police Women of Cincinnati 	5	for 	Search for Police Women of Cincinnati
 creative  named Pencil Thin Mustache 	5	show book 	show creative book named Pencil Thin Mustache
 it be warmer  Saint Louis Park 	2	Will in 	Will it be warmer in Saint Louis Park
Show me the movie schedule for Neighborhood Cinema Group	6		Show me the movie schedule for Neighborhood Cinema Group
 a   a restaurant which serves sushis next week 	1	Book table at 	Book a table at a restaurant which serves sushis next week 
find the movie Ircle	5		find the movie Ircle
 The Fairy Caravan 5 of 6  	4	rate stars 	rate The Fairy Caravan 5 of 6 stars
I want to  No Mystery to alejandra's Acoustic   	0	add Love playlist 	I want to add No Mystery to alejandra's Acoustic Love playlist
When is The Life and Death of King Richard II playing at Mann Theatres?	6		When is The Life and Death of King Richard II playing at Mann Theatres?
I'd like to   album to funtime. 	0	add this 	I'd like to add this album to funtime.
show me movie times	6		show me movie times
  some chant  the last half of the sixties 	3	Play me from 	Play me some chant from the last half of the sixties
 Special Assignments 0 of 6  	4	rate points 	rate Special Assignments 0 of 6 points
Which  are showing  Southern Theatres? 	6	movies at 	Which movies are showing at Southern Theatres?
What's the forecast for Harper, ME?	2		What's the forecast for Harper, ME?
 this track to the  named cali fire 	0	add playlist 	add this track to the playlist named cali fire
What will the weather be  Palm  PA? 	2	in Bay 	What will the weather be in Palm Bay PA?
The Comics We Loved gets 1   6  	4	out of points 	The Comics We Loved gets 1 out of 6 points
I want to give this   	4	novel zero 	I want to give this novel zero
I want to hear some music from Spotify	3		I want to hear some music from Spotify
I want to give The Plague Lords of Ruel 0 stars	4		I want to give The Plague Lords of Ruel 0 stars
 Sound Of Love  Papa Mali 	3	Play from 	Play Sound Of Love from Papa Mali
For  todo latino  Absolutely Sweet Marie 	0	playlist add 	For playlist todo latino add Absolutely Sweet Marie
play some Industrial music on Lastfm	3		play some Industrial music on Lastfm
 time  Exploits  a Young Don Juan playing? 	6	What is of 	What time is Exploits of a Young Don Juan playing?
Add dr know to my TODO ALTERNATIVO playlist. 	0		Add dr know to my TODO ALTERNATIVO playlist. 
Weather for Knierim Kansas in twelve weeks and a half from now	2		Weather for Knierim Kansas in twelve weeks and a half from now
What movies are  the area 	6	in 	What movies are in the area
Play a new symphony by Perfecto De Castro on Lastfm	3		Play a new symphony by Perfecto De Castro on Lastfm
 it be colder this Saturday  NC 	2	will in 	will it be colder this Saturday in NC
 animated movies are showing  the neighborhood 	6	what in 	what animated movies are showing in the neighborhood 
 song to my Pop Brasil 	0	Add 	Add song to my Pop Brasil
 to Pmd symphony 	3	listen 	listen to Pmd symphony
Play industrial music.	3		Play industrial music.
Put an album by Mohammad Reza Shadjarian in my Chillin' on a Dirt Road playlist.	0		Put an album by Mohammad Reza Shadjarian in my Chillin' on a Dirt Road playlist.
I'd like to see the Paul Murray Live television show	5		I'd like to see the Paul Murray Live television show
Show me movie times	6		Show me movie times
 for six for 1 hour  1 minute  now 	1	book and from 	book for six for 1 hour and 1 minute from now
Rate A Faint Cold Fear  0 points	4		Rate A Faint Cold Fear  0 points
 a restaurant for 7 people. 	1	Book 	Book a restaurant for 7 people.
Play 25 To Life by Paul Riley on Deezer.	3		Play 25 To Life by Paul Riley on Deezer.
find the book The Crowd Roars	5		find the book The Crowd Roars
Find Make Your  	5	Play 	Find Make Your Play
I give   Solomon a rating  one. 	4	Song of of 	I give Song of Solomon a rating of one.
play In The Arms Of God on Zvooq by Nimal Mendis	3		play In The Arms Of God on Zvooq by Nimal Mendis
The Postman  awful  only gets a 1 out  6. 	4	is and of 	The Postman is awful and only gets a 1 out of 6. 
is Ce cher intrus at IMAX Corporation	6		is Ce cher intrus at IMAX Corporation
Use Netflix to play In The Arms Of A Woman playlist	3		Use Netflix to play In The Arms Of A Woman playlist
Add a song to ultimate indie	0		Add a song to ultimate indie
I want to hear the top Tim Madison	3		I want to hear the top Tim Madison
Can you get the  forecast  New Baden 	2	weather for 	Can you get the weather forecast for New Baden 
 the Feed the Kitty painting 	5	Show 	Show the Feed the Kitty painting
add this song to cleaning	0		add this song to cleaning
Tell  when it'll  chillier  Cavalero Corner, ID 	2	me be in 	Tell me when it'll be chillier in Cavalero Corner, ID
Please play Got The Time	3		Please play Got The Time
 a food court  Raytown Arizona  serves green bean casserole  july 20th. 	1	Book in that on 	Book a food court in Raytown Arizona that serves green bean casserole on july 20th.
 a spot for 3  supper time  IL 	1	book at in 	book a spot for 3 at supper time in IL
Please play some music for me on Netflix	3		Please play some music for me on Netflix
What is the weather forecast for my current spot on Jan. third, 2036	2		What is the weather forecast for my current spot on Jan. third, 2036
Add the name Not Fade Away to the playlist the midnight hour	0		Add the name Not Fade Away to the playlist the midnight hour
 the photograph Canaich 	5	find 	find the photograph Canaich
Add this song to my Indie Acoustic playlist	0		Add this song to my Indie Acoustic playlist
I want maximilian mutzke added to Acoustic Concentration	0		I want maximilian mutzke added to Acoustic Concentration
what theaters are showing A Lonely Place to Die – Todesfalle Highlands starting at 14:40	6		what theaters are showing A Lonely Place to Die – Todesfalle Highlands starting at 14:40
Is there snowfall nearby AMerican Samoa	2		Is there snowfall nearby AMerican Samoa
I need a   East Timor  a party of nine  5 North St 	1	table in for at 	I need a table in East Timor for a party of nine at 5 North St
I'm looking  a  titled Bowie  the Beeb 	5	for soundtrack at 	I'm looking for a soundtrack titled Bowie at the Beeb
I need a booking  seven people  Metropolitan Museum  Art. 	1	for at of 	I need a booking for seven people at Metropolitan Museum of Art.
find Santikos Theatres showing animated movies	6		find Santikos Theatres showing animated movies
Need weather forecast for Stacy in Vanuatu 	2		Need weather forecast for Stacy in Vanuatu 
add LISA to my playlist Street Dance	0		add LISA to my playlist Street Dance
Find a book called The CIA World Factbook.	5		Find a book called The CIA World Factbook.
Is it foggy in Shelter Island	2		Is it foggy in Shelter Island
Book a table at Grecian Coffee House for 7 on Apr. 7th, 2024	1		Book a table at Grecian Coffee House for 7 on Apr. 7th, 2024
put   blue onto Ultimate 00s. 	0	four in 	put four in blue onto Ultimate 00s.
Rate Merlin Effect a 0 	4		Rate Merlin Effect a 0 
Can you make reservations  a party of   Iowa 	1	for eight in 	Can you make reservations for a party of eight in Iowa
Play music by Damien Rice	3		Play music by Damien Rice
I want to see the book, The Mailroom: Hollywood History from the Bottom Up	5		I want to see the book, The Mailroom: Hollywood History from the Bottom Up
 a symphony from the thirties. 	3	Play 	Play a symphony from the thirties.
I'm craving mac  cheese.  a   a Portland Mills, KS restaurant. I need it  one second  now 	1	and Book table at for from 	I'm craving mac and cheese. Book a table at a Portland Mills, KS restaurant. I need it for one second from now
show creativity of Night of the Hunter	5		show creativity of Night of the Hunter
What is temperature  Benin now 	2	in 	What is temperature in Benin now
What's the  like today  Plankinton? 	2	weather in 	What's the weather like today in Plankinton?
add kjetil vidar haraldstad to listas de éxitos	0		add kjetil vidar haraldstad to listas de éxitos
I want to give this  a rating  2    6. 	4	book of points out of 	I want to give this book a rating of 2 points out of 6.
 it going to be stormy  to Australia 	2	Is close 	Is it going to be stormy close to Australia
What is the movie schedule  movies close  	6	for by 	What is the movie schedule for movies close by
In Wynnedale AK will it blizzard	2		In Wynnedale AK will it blizzard
 you  the painting The Crow:  Motion Picture Soundtrack 	5	Can find Original 	Can you find the painting The Crow: Original Motion Picture Soundtrack
 a pizza serving tavern for me   brother 	1	book and my 	book a pizza serving tavern for me and my brother
I  looking  a top-rated restaurant  bougatsa that can feed 3 that   to Pelham  Park 	1	am for near is close Bay 	I am looking for a top-rated restaurant near bougatsa that can feed 3 that is close to Pelham Bay Park
This  essay deserves 0 stars 	4	current 	This current essay deserves 0 stars
what  the forecast  january twenty-eighth  Kentmore Park 	2	is for in 	what is the forecast for january twenty-eighth in Kentmore Park
Weather for Notasulga  elevenses 	2	at 	Weather for Notasulga at elevenses
 a reservation  a brasserie restaurant nearby SC  a party  ten 	1	Find at for of 	Find a reservation at a brasserie restaurant nearby SC for a party of ten
The current essay is worthy only of a 0 out 6 score. 	4		The current essay is worthy only of a 0 out 6 score. 
I  the wather  next week  the Philippines 	2	need for in 	I need the wather for next week in the Philippines
Will it snowstorm neighboring the Rio Grande Wild and Scenic River on feb. the second?	2		Will it snowstorm neighboring the Rio Grande Wild and Scenic River on feb. the second?
Can you tell  what the weather  doing  North Epworth, Guam 	2	me is in 	Can you tell me what the weather is doing in North Epworth, Guam
 a table for me  bettye  Washington, D.C. Jewish Community Center  Montana 	1	book and at in 	book a table for me and bettye at Washington, D.C. Jewish Community Center in Montana
 a photograph  Dragon Ball Z: The  Selections 	5	find called Best 	find a photograph called Dragon Ball Z: The Best Selections
What's the humidity now in NH?	2		What's the humidity now in NH?
Find me The Rise and Fall of the Great Lakes saga.	5		Find me The Rise and Fall of the Great Lakes saga.
Add an album to corinne's Beast Mode playlist.	0		Add an album to corinne's Beast Mode playlist.
What will the weather be like in 16 weeks at the Ivory Coast	2		What will the weather be like in 16 weeks at the Ivory Coast
When  The Flower  the Angry Waves  showing? 	6	will and be 	When will The Flower and the Angry Waves be showing?
Give the  album 1 star 	4	current 	Give the current album 1 star
I'd like to see movie times at Santikos Theatres	6		I'd like to see movie times at Santikos Theatres
  the weather be like   two minutes  San Pasqual Battlefield State Historic Park 	2	What will in twenty at 	What will the weather be like in twenty two minutes at San Pasqual Battlefield State Historic Park
Rate the current book five of 6 stars	4		Rate the current book five of 6 stars
What's the forecast for KS for Jan. first?	2		What's the forecast for KS for Jan. first?
Why Buffy Matters is  out  6 points. 	4	zero of 	Why Buffy Matters is zero out of 6 points.
 an osteria that serves blini  9 people. 	1	Book for 	Book an osteria that serves blini for 9 people.
I am rating Book of Challenges four stars	4		I am rating Book of Challenges four stars
what is the weather forecast for Åland	2		what is the weather forecast for Åland
  a twenties tune on Deezer 	3	Play me 	Play me a twenties tune on Deezer
where  Beyblade: Fierce Battle playing 	6	is 	where is Beyblade: Fierce Battle playing
Find me Haunted Castle	5		Find me Haunted Castle
What time does Tie a Yellow Ribbon    Johnson Theatres? 	6	play at Magic 	What time does Tie a Yellow Ribbon play at Magic Johnson Theatres?
Please play the most popular ep from 1998 by Mc Frontalot 	3		Please play the most popular ep from 1998 by Mc Frontalot 
I'd  to listen to Space  	3	like music 	I'd like to listen to Space music
Play a tune by Layne Staley	3		Play a tune by Layne Staley
 To Each His Own Cinema,  album 	5	find an 	find To Each His Own Cinema, an album
I need a reservation  ten  a tavern  West Virginia 	1	for at in 	I need a reservation for ten at a tavern in West Virginia
 Plitt Theatres showing animated movies 	6	find 	find Plitt Theatres showing animated movies
I need  times  movies playing  the area 	6	movie for in 	I need movie times for movies playing in the area
Send the   andrew hewitt to the piano ballads  	0	track from playlist 	Send the track from andrew hewitt to the piano ballads playlist
Play Henrie Mutuku album from 1957	3		Play Henrie Mutuku album from 1957
Please play a movement by Rupam Islam	3		Please play a movement by Rupam Islam
 a table for 1, 1 second  now  Adelaide 	1	Book from in 	Book a table for 1, 1 second from now in Adelaide
rate this saga 1 points	4		rate this saga 1 points
  a popular Ronnie Wood soundtrack 	3	Play me 	Play me a popular Ronnie Wood soundtrack
I want to eat at a scandinavian restaurant that is highly rated in Bonita Texas	1		I want to eat at a scandinavian restaurant that is highly rated in Bonita Texas
  the nearest  theatre playing Stray Cat Rock: Wild Jumbo  7 seconds 	6	What is movie in 	What is the nearest movie theatre playing Stray Cat Rock: Wild Jumbo in 7 seconds
 a breakfast  a restaurant for eight. 	1	Book in 	Book a breakfast in a restaurant for eight.
 this album two out of 6  	4	Rate stars 	Rate this album two out of 6 stars
Put this Lidell Townsell track on esenciales	0		Put this Lidell Townsell track on esenciales
Please find the Infrared Riding Hood TV show.	5		Please find the Infrared Riding Hood TV show.
what  the weather forecast  Moffett 	2	is for 	what is the weather forecast for Moffett
 I hear a Da  ep? 	3	Can Brat 	Can I hear a Da Brat ep?
add I’m Only a Man to my flow español	0		add I’m Only a Man to my flow español
Will the weather be stormy in Aurora?	2		Will the weather be stormy in Aurora?
 the top-5 sort of ballad music  2012. 	3	Play from 	Play the top-5 sort of ballad music from 2012.
Reserve in Bermuda a food court near jan and I	1		Reserve in Bermuda a food court near jan and I
what  are  the movie schedule around here 	6	films on 	what films are on the movie schedule around here 
Rate the current saga a five	4		Rate the current saga a five
